yuan,#genre#
CCTV12社会与法,http://chen.ccwu.cc:1234/673168185
CCTV13新闻,http://chen.ccwu.cc:1234/608807423
CCTV15音乐,http://chen.ccwu.cc:1234/673168223
CCTV17农业农村,http://chen.ccwu.cc:1234/673168256
CCTV4欧洲,http://chen.ccwu.cc:1234/608807419
CCTV4美洲,http://chen.ccwu.cc:1234/608807416
CGTN外语纪录,http://chen.ccwu.cc:1234/609006487
CGTN阿拉伯语,http://chen.ccwu.cc:1234/609154345
CGTN西班牙语,http://chen.ccwu.cc:1234/609006450
CGTN法语,http://chen.ccwu.cc:1234/609006476
CGTN俄语,http://chen.ccwu.cc:1234/609006446
老故事,http://chen.ccwu.cc:1234/884121956
发现之旅,http://chen.ccwu.cc:1234/624878970
中学生,http://chen.ccwu.cc:1234/708869532
CGTN,http://chen.ccwu.cc:1234/609017205
东方卫视,http://chen.ccwu.cc:1234/651632648
江苏卫视,http://chen.ccwu.cc:1234/623899368
广东卫视,http://chen.ccwu.cc:1234/608831231
北京卫视,http://chen.ccwu.cc:1234/630287636
辽宁卫视,http://chen.ccwu.cc:1234/630291707
河北卫视,http://chen.ccwu.cc:1234/962042070
江西卫视,http://chen.ccwu.cc:1234/783847495
河南卫视,http://chen.ccwu.cc:1234/790187291
陕西卫视,http://chen.ccwu.cc:1234/738910838
大湾区卫视,http://chen.ccwu.cc:1234/608917627
湖北卫视,http://chen.ccwu.cc:1234/947472496
吉林卫视,http://chen.ccwu.cc:1234/947472500
青海卫视,http://chen.ccwu.cc:1234/947472506
东南卫视,http://chen.ccwu.cc:1234/849116810
海南卫视,http://chen.ccwu.cc:1234/947472502
海峡卫视,http://chen.ccwu.cc:1234/849119120
中国农林卫视,http://chen.ccwu.cc:1234/956904896
兵团卫视,http://chen.ccwu.cc:1234/956923145
宁夏卫视,http://chen.ccwu.cc:1234/738910535
重庆卫视,http://chen.ccwu.cc:1234/738910914
三沙卫视,http://chen.ccwu.cc:1234/961023778
黑龙江卫视,http://chen.ccwu.cc:1234/738906901
上海新闻综合,http://chen.ccwu.cc:1234/651632657
上视东方影视,http://chen.ccwu.cc:1234/617290047
上海第一财经,http://chen.ccwu.cc:1234/608780988
南京新闻综合频道,http://chen.ccwu.cc:1234/838109047
南京教科频道,http://chen.ccwu.cc:1234/838153729
南京十八频道,http://chen.ccwu.cc:1234/838151753
体育休闲频道,http://chen.ccwu.cc:1234/626064707
江苏城市频道,http://chen.ccwu.cc:1234/626064714
江苏国际,http://chen.ccwu.cc:1234/626064674
江苏教育,http://chen.ccwu.cc:1234/628008321
江苏影视频道,http://chen.ccwu.cc:1234/626064697
江苏综艺频道,http://chen.ccwu.cc:1234/626065193
公共新闻频道,http://chen.ccwu.cc:1234/626064693
盐城新闻综合,http://chen.ccwu.cc:1234/639731825
淮安新闻综合,http://chen.ccwu.cc:1234/639731826
泰州新闻综合,http://chen.ccwu.cc:1234/639731818
连云港新闻综合,http://chen.ccwu.cc:1234/639731715
宿迁新闻综合,http://chen.ccwu.cc:1234/639731832
徐州新闻综合,http://chen.ccwu.cc:1234/639731747
优漫卡通频道,http://chen.ccwu.cc:1234/626064703
江阴新闻综合,http://chen.ccwu.cc:1234/955227979
南通新闻综合,http://chen.ccwu.cc:1234/955227985
宜兴新闻综合,http://chen.ccwu.cc:1234/955227996
溧水新闻综合,http://chen.ccwu.cc:1234/639737327
陕西银龄频道,http://chen.ccwu.cc:1234/956909362
陕西都市青春频道,http://chen.ccwu.cc:1234/956909358
陕西秦腔频道,http://chen.ccwu.cc:1234/956909303
陕西新闻资讯频道,http://chen.ccwu.cc:1234/956909289
财富天下,http://chen.ccwu.cc:1234/956923159
镇江新闻综合,http://chen.ccwu.cc:1234/639731783
海南广播电视总台新闻频道,http://chen.ccwu.cc:1234/962067517
海南广播电视总台自贸频道,http://chen.ccwu.cc:1234/962045226
海南广播电视总台社会与法频道,http://chen.ccwu.cc:1234/962045223
海南广播电视总台文旅频道,http://chen.ccwu.cc:1234/962067526
广东珠江频道,http://chen.ccwu.cc:1234/639731952
赛事最经典,http://chen.ccwu.cc:1234/646596895
体坛名栏汇,http://chen.ccwu.cc:1234/629943305
四海钓鱼,http://chen.ccwu.cc:1234/637444975
陕西体育休闲频道,http://chen.ccwu.cc:1234/956909356
24小时城市联赛轮播台,http://chen.ccwu.cc:1234/915512915
武术世界,http://chen.ccwu.cc:1234/958475359
快乐垂钓,http://chen.ccwu.cc:1234/961930263
建党105周年巡礼,http://chen.ccwu.cc:1234/713600957
经典香港电影,http://chen.ccwu.cc:1234/625703337
新片放映厅,http://chen.ccwu.cc:1234/619495952
CHC影迷电影,http://chen.ccwu.cc:1234/952383261
CHC动作电影,http://chen.ccwu.cc:1234/644368714
CHC家庭影院,http://chen.ccwu.cc:1234/644368373
和美乡途轮播台,http://chen.ccwu.cc:1234/713591450
南方影视,http://chen.ccwu.cc:1234/614961829
中国天气,http://chen.ccwu.cc:1234/959986621
CETV1,http://chen.ccwu.cc:1234/923287154
CETV2,http://chen.ccwu.cc:1234/923287211
CETV4,http://chen.ccwu.cc:1234/923287339
山东教育,http://chen.ccwu.cc:1234/609154353
熊猫频道01高清,http://chen.ccwu.cc:1234/609158151
熊猫频道1,http://chen.ccwu.cc:1234/608933610
熊猫频道2,http://chen.ccwu.cc:1234/608933640
熊猫频道3,http://chen.ccwu.cc:1234/608934619
熊猫频道4,http://chen.ccwu.cc:1234/608934721
熊猫频道5,http://chen.ccwu.cc:1234/608935104
熊猫频道6,http://chen.ccwu.cc:1234/608935797
熊猫频道7,http://chen.ccwu.cc:1234/609169286
熊猫频道8,http://chen.ccwu.cc:1234/609169287
熊猫频道9,http://chen.ccwu.cc:1234/609169226
熊猫频道10,http://chen.ccwu.cc:1234/609169285
最强综艺趴,http://chen.ccwu.cc:1234/629942228
嘉佳卡通,http://chen.ccwu.cc:1234/614952364
经典动画大集合,http://chen.ccwu.cc:1234/629942219
新动漫,http://chen.ccwu.cc:1234/961930269
新动力量创一流,http://chen.ccwu.cc:1234/713589837
中华特产,http://chen.ccwu.cc:1234/959986618
环球旅游,http://chen.ccwu.cc:1234/958475356
梨园频道,http://chen.ccwu.cc:1234/961930369
CCTV1综合,http://2280.eu.org:1234/608807420
CCTV2财经,http://2280.eu.org:1234/631780532
CCTV3综艺,http://2280.eu.org:1234/624878271
CCTV4中文国际,http://2280.eu.org:1234/631780421
CCTV5体育,http://2280.eu.org:1234/641886683
CCTV5+体育赛事,http://2280.eu.org:1234/641886773
CCTV6电影,http://2280.eu.org:1234/624878396
CCTV7国防军事,http://2280.eu.org:1234/673168121
CCTV8电视剧,http://2280.eu.org:1234/624878356
CCTV9纪录,http://2280.eu.org:1234/673168140
CCTV10科教,http://2280.eu.org:1234/624878405
CCTV11戏曲,http://2280.eu.org:1234/667987558
CCTV12社会与法,http://2280.eu.org:1234/673168185
CCTV13新闻,http://2280.eu.org:1234/608807423
CCTV15音乐,http://2280.eu.org:1234/673168223
CCTV17农业农村,http://2280.eu.org:1234/673168256
CCTV4欧洲,http://2280.eu.org:1234/608807419
CCTV4美洲,http://2280.eu.org:1234/608807416
CGTN外语纪录,http://2280.eu.org:1234/609006487
CGTN阿拉伯语,http://2280.eu.org:1234/609154345
CGTN西班牙语,http://2280.eu.org:1234/609006450
CGTN法语,http://2280.eu.org:1234/609006476
CGTN俄语,http://2280.eu.org:1234/609006446
老故事,http://2280.eu.org:1234/884121956
发现之旅,http://2280.eu.org:1234/624878970
中学生,http://2280.eu.org:1234/708869532
CGTN,http://2280.eu.org:1234/609017205
东方卫视,http://2280.eu.org:1234/651632648
江苏卫视,http://2280.eu.org:1234/623899368
广东卫视,http://2280.eu.org:1234/608831231
北京卫视,http://2280.eu.org:1234/630287636
辽宁卫视,http://2280.eu.org:1234/630291707
河北卫视,http://2280.eu.org:1234/962042070
江西卫视,http://2280.eu.org:1234/783847495
河南卫视,http://2280.eu.org:1234/790187291
陕西卫视,http://2280.eu.org:1234/738910838
大湾区卫视,http://2280.eu.org:1234/608917627
湖北卫视,http://2280.eu.org:1234/947472496
吉林卫视,http://2280.eu.org:1234/947472500
青海卫视,http://2280.eu.org:1234/947472506
东南卫视,http://2280.eu.org:1234/849116810
海南卫视,http://2280.eu.org:1234/947472502
海峡卫视,http://2280.eu.org:1234/849119120
中国农林卫视,http://2280.eu.org:1234/956904896
兵团卫视,http://2280.eu.org:1234/956923145
宁夏卫视,http://2280.eu.org:1234/738910535
重庆卫视,http://2280.eu.org:1234/738910914
三沙卫视,http://2280.eu.org:1234/961023778
黑龙江卫视,http://2280.eu.org:1234/738906901
上海新闻综合,http://2280.eu.org:1234/651632657
上视东方影视,http://2280.eu.org:1234/617290047
上海第一财经,http://2280.eu.org:1234/608780988
南京新闻综合频道,http://2280.eu.org:1234/838109047
南京教科频道,http://2280.eu.org:1234/838153729
南京十八频道,http://2280.eu.org:1234/838151753
体育休闲频道,http://2280.eu.org:1234/626064707
江苏城市频道,http://2280.eu.org:1234/626064714
江苏国际,http://2280.eu.org:1234/626064674
江苏教育,http://2280.eu.org:1234/628008321
江苏影视频道,http://2280.eu.org:1234/626064697
江苏综艺频道,http://2280.eu.org:1234/626065193
公共新闻频道,http://2280.eu.org:1234/626064693
盐城新闻综合,http://2280.eu.org:1234/639731825
淮安新闻综合,http://2280.eu.org:1234/639731826
泰州新闻综合,http://2280.eu.org:1234/639731818
连云港新闻综合,http://2280.eu.org:1234/639731715
宿迁新闻综合,http://2280.eu.org:1234/639731832
徐州新闻综合,http://2280.eu.org:1234/639731747
优漫卡通频道,http://2280.eu.org:1234/626064703
江阴新闻综合,http://2280.eu.org:1234/955227979
南通新闻综合,http://2280.eu.org:1234/955227985
宜兴新闻综合,http://2280.eu.org:1234/955227996
溧水新闻综合,http://2280.eu.org:1234/639737327
陕西银龄频道,http://2280.eu.org:1234/956909362
陕西都市青春频道,http://2280.eu.org:1234/956909358
陕西秦腔频道,http://2280.eu.org:1234/956909303
陕西新闻资讯频道,http://2280.eu.org:1234/956909289
财富天下,http://2280.eu.org:1234/956923159
镇江新闻综合,http://2280.eu.org:1234/639731783
海南广播电视总台新闻频道,http://2280.eu.org:1234/962067517
海南广播电视总台自贸频道,http://2280.eu.org:1234/962045226
海南广播电视总台社会与法频道,http://2280.eu.org:1234/962045223
海南广播电视总台文旅频道,http://2280.eu.org:1234/962067526
广东珠江频道,http://2280.eu.org:1234/639731952
赛事最经典,http://2280.eu.org:1234/646596895
体坛名栏汇,http://2280.eu.org:1234/629943305
四海钓鱼,http://2280.eu.org:1234/637444975
陕西体育休闲频道,http://2280.eu.org:1234/956909356
24小时城市联赛轮播台,http://2280.eu.org:1234/915512915
武术世界,http://2280.eu.org:1234/958475359
快乐垂钓,http://2280.eu.org:1234/961930263
建党105周年巡礼,http://2280.eu.org:1234/713600957
经典香港电影,http://2280.eu.org:1234/625703337
新片放映厅,http://2280.eu.org:1234/619495952
CHC影迷电影,http://2280.eu.org:1234/952383261
CHC动作电影,http://2280.eu.org:1234/644368714
CHC家庭影院,http://2280.eu.org:1234/644368373
和美乡途轮播台,http://2280.eu.org:1234/713591450
南方影视,http://2280.eu.org:1234/614961829
中国天气,http://2280.eu.org:1234/959986621
CETV1,http://2280.eu.org:1234/923287154
CETV2,http://2280.eu.org:1234/923287211
CETV4,http://2280.eu.org:1234/923287339
山东教育,http://2280.eu.org:1234/609154353
熊猫频道01高清,http://2280.eu.org:1234/609158151
熊猫频道1,http://2280.eu.org:1234/608933610
熊猫频道2,http://2280.eu.org:1234/608933640
熊猫频道3,http://2280.eu.org:1234/608934619
熊猫频道4,http://2280.eu.org:1234/608934721
熊猫频道5,http://2280.eu.org:1234/608935104
熊猫频道6,http://2280.eu.org:1234/608935797
熊猫频道7,http://2280.eu.org:1234/609169286
熊猫频道8,http://2280.eu.org:1234/609169287
熊猫频道9,http://2280.eu.org:1234/609169226
熊猫频道10,http://2280.eu.org:1234/609169285
最强综艺趴,http://2280.eu.org:1234/629942228
嘉佳卡通,http://2280.eu.org:1234/614952364
经典动画大集合,http://2280.eu.org:1234/629942219
新动漫,http://2280.eu.org:1234/961930269
新动力量创一流,http://2280.eu.org:1234/713589837
中华特产,http://2280.eu.org:1234/959986618
环球旅游,http://2280.eu.org:1234/958475356
梨园频道,http://2280.eu.org:1234/961930369
CCTV-1HD,http://38.75.136.137:98/gslb/dsdqpub/cctv1hd.m3u8?auth=testpub
CCTV-2HD,http://38.75.136.137:98/gslb/dsdqpub/cctv2hd.m3u8?auth=testpub
CCTV-3HD,http://38.75.136.137:98/gslb/dsdqpub/cctv3hd.m3u8?auth=testpub
CCTV-4HD,http://38.75.136.137:98/gslb/dsdqpub/cctv4hd.m3u8?auth=testpub
CCTV-5HD,http://38.75.136.137:98/gslb/dsdqpub/cctv5hd.m3u8?auth=testpub
CCTV-5+HD,http://38.75.136.137:98/gslb/dsdqpub/cctv5p.m3u8?auth=testpub
CCTV-6HD,http://38.75.136.137:98/gslb/dsdqpub/cctv6hd.m3u8?auth=testpub
CCTV-7HD,http://38.75.136.137:98/gslb/dsdqpub/cctv7hd.m3u8?auth=testpub
CCTV-8HD,http://38.75.136.137:98/gslb/dsdqpub/cctv8hd.m3u8?auth=testpub
CCTV-9HD,http://38.75.136.137:98/gslb/dsdqpub/cctv9hd.m3u8?auth=testpub
CCTV-10HD,http://38.75.136.137:98/gslb/dsdqpub/cctv10hd.m3u8?auth=testpub
CCTV-11HD,http://38.75.136.137:98/gslb/dsdqpub/cctv11hd.m3u8?auth=testpub
CCTV-12HD,http://38.75.136.137:98/gslb/dsdqpub/cctv12hd.m3u8?auth=testpub
CCTV-13HD,http://38.75.136.137:98/gslb/dsdqpub/cctv13hd.m3u8?auth=testpub
CCTV-14HD,http://38.75.136.137:98/gslb/dsdqpub/cctv14hd.m3u8?auth=testpub
CCTV-15HD,http://38.75.136.137:98/gslb/dsdqpub/cctv15hd.m3u8?auth=testpub
CCTV-16HD,http://38.75.136.137:98/gslb/dsdqpub/cctv16hd.m3u8?auth=testpub
CCTV-17HD,http://38.75.136.137:98/gslb/dsdqpub/cctv17hd.m3u8?auth=testpub
CCTV-4K超高清,http://38.75.136.137:98/gslb/dsdqpub/cctv4k.m3u8?auth=testpub
CCTV-8K超高清,http://38.75.136.137:98/gslb/dsdqpub/cctv8k.m3u8?auth=testpub
中国教育1HD,http://38.75.136.137:98/gslb/dsdqpub/cetv1hd.m3u8?auth=testpub
中国教育2,http://38.75.136.137:98/gslb/dsdqpub/cetv2.m3u8?auth=testpub
中国教育3,http://38.75.136.137:98/gslb/dsdqpub/cetv3.m3u8?auth=testpub
中国教育4,http://38.75.136.137:98/gslb/dsdqpub/cetv4.m3u8?auth=testpub
早期教育,http://38.75.136.137:98/gslb/dsdqpub/zqjy.m3u8?auth=testpub
CHC动作电影,http://38.75.136.137:98/gslb/dsdqpub/chcdz.m3u8?auth=testpub
CHC影迷电影,http://38.75.136.137:98/gslb/dsdqpub/chchd.m3u8?auth=testpub
CHC家庭影院,http://38.75.136.137:98/gslb/dsdqpub/chcjt.m3u8?auth=testpub
重温经典,http://38.75.136.137:98/gslb/dsdqpub/cwjd.m3u8?auth=testpub
CCTV-电视指南,http://38.75.136.137:98/gslb/dsdqpub/dszn.m3u8?auth=testpub
CCTV-第一剧场,http://38.75.136.137:98/gslb/dsdqpub/dyjc.m3u8?auth=testpub
CCTV-风云剧场,http://38.75.136.137:98/gslb/dsdqpub/fyjc.m3u8?auth=testpub
CCTV-风云音乐,http://38.75.136.137:98/gslb/dsdqpub/fyyy.m3u8?auth=testpub
CCTV-风云足球,http://38.75.136.137:98/gslb/dsdqpub/fyzq.m3u8?auth=testpub
CCTV-高尔夫网球,http://38.75.136.137:98/gslb/dsdqpub/gefwq.m3u8?auth=testpub
CCTV-兵器科技,http://38.75.136.137:98/gslb/dsdqpub/gfjs.m3u8?auth=testpub
CCTV-女性时尚,http://38.75.136.137:98/gslb/dsdqpub/nxss.m3u8?auth=testpub
CCTV-世界地理,http://38.75.136.137:98/gslb/dsdqpub/sjdl.m3u8?auth=testpub
CCTV-怀旧剧场,http://38.75.136.137:98/gslb/dsdqpub/hjjc.m3u8?auth=testpub
CCTV-央视台球,http://38.75.136.137:98/gslb/dsdqpub/ystq.m3u8?auth=testpub
中央新影-老故事,http://38.75.136.137:98/gslb/dsdqpub/lgs.m3u8?auth=testpub
中央新影-发现之旅,http://38.75.136.137:98/gslb/dsdqpub/fxzl.m3u8?auth=testpub
国学频道,http://38.75.136.137:98/gslb/dsdqpub/gxpd.m3u8?auth=testpub
天元围棋,http://38.75.136.137:98/gslb/dsdqpub/gztywq.m3u8?auth=testpub
优漫卡通,http://38.75.136.137:98/gslb/dsdqpub/ymkt.m3u8?auth=testpub
北京纪实科教,http://38.75.136.137:98/gslb/dsdqpub/btv3.m3u8?auth=testpub
安徽卫视HD,http://38.75.136.137:98/gslb/dsdqpub/ahwshd.m3u8?auth=testpub
北京卫视HD,http://38.75.136.137:98/gslb/dsdqpub/bjwshd.m3u8?auth=testpub
兵团卫视,http://38.75.136.137:98/gslb/dsdqpub/btws.m3u8?auth=testpub
重庆卫视HD,http://38.75.136.137:98/gslb/dsdqpub/cqwshd.m3u8?auth=testpub
大湾区卫视(国际版),http://38.75.136.137:98/gslb/dsdqpub/gdgj.m3u8?auth=testpub
东方卫视HD,http://38.75.136.137:98/gslb/dsdqpub/dfwshd.m3u8?auth=testpub
东南卫视HD,http://38.75.136.137:98/gslb/dsdqpub/dnwshd.m3u8?auth=testpub
广东卫视HD,http://38.75.136.137:98/gslb/dsdqpub/gdwshd.m3u8?auth=testpub
甘肃卫视HD,http://38.75.136.137:98/gslb/dsdqpub/gswshd.m3u8?auth=testpub
广西卫视HD,http://38.75.136.137:98/gslb/dsdqpub/gxwshd.m3u8?auth=testpub
贵州卫视HD,http://38.75.136.137:98/gslb/dsdqpub/gzwshd.m3u8?auth=testpub
河南卫视HD,http://38.75.136.137:98/gslb/dsdqpub/hawshd.m3u8?auth=testpub
湖北卫视HD,http://38.75.136.137:98/gslb/dsdqpub/hbwshd.m3u8?auth=testpub
河北卫视HD,http://38.75.136.137:98/gslb/dsdqpub/hewshd.m3u8?auth=testpub
黑龙江卫视HD,http://38.75.136.137:98/gslb/dsdqpub/hljwshd.m3u8?auth=testpub
湖南卫视HD,http://38.75.136.137:98/gslb/dsdqpub/hnwshd.m3u8?auth=testpub
吉林卫视HD,http://38.75.136.137:98/gslb/dsdqpub/jlwshd.m3u8?auth=testpub
江苏卫视HD,http://38.75.136.137:98/gslb/dsdqpub/jswshd.m3u8?auth=testpub
江西卫视HD,http://38.75.136.137:98/gslb/dsdqpub/jxwshd.m3u8?auth=testpub
辽宁卫视HD,http://38.75.136.137:98/gslb/dsdqpub/lnwshd.m3u8?auth=testpub
大湾区卫视,http://38.75.136.137:98/gslb/dsdqpub/nfws.m3u8?auth=testpub
内蒙古卫视,http://38.75.136.137:98/gslb/dsdqpub/nmgws.m3u8?auth=testpub
宁夏卫视,http://38.75.136.137:98/gslb/dsdqpub/nxws.m3u8?auth=testpub
青海卫视,http://38.75.136.137:98/gslb/dsdqpub/qhws.m3u8?auth=testpub
四川卫视HD,http://38.75.136.137:98/gslb/dsdqpub/scwshd.m3u8?auth=testpub
山东卫视HD,http://38.75.136.137:98/gslb/dsdqpub/sdwshd.m3u8?auth=testpub
陕西卫视HD,http://38.75.136.137:98/gslb/dsdqpub/snwshd.m3u8?auth=testpub
三沙卫视,http://38.75.136.137:98/gslb/dsdqpub/ssws.m3u8?auth=testpub
山西卫视HD,http://38.75.136.137:98/gslb/dsdqpub/sxwshd.m3u8?auth=testpub
深圳卫视HD,http://38.75.136.137:98/gslb/dsdqpub/szwshd.m3u8?auth=testpub
天津卫视HD,http://38.75.136.137:98/gslb/dsdqpub/tjwshd.m3u8?auth=testpub
新疆卫视,http://38.75.136.137:98/gslb/dsdqpub/xjws.m3u8?auth=testpub
厦门卫视,http://38.75.136.137:98/gslb/dsdqpub/xmws.m3u8?auth=testpub
云南卫视HD,http://38.75.136.137:98/gslb/dsdqpub/ynwshd.m3u8?auth=testpub
浙江卫视HD,http://38.75.136.137:98/gslb/dsdqpub/zjwshd.m3u8?auth=testpub
重庆文体娱乐,http://38.75.136.137:98/gslb/dsdqpub/cqyl.m3u8?auth=testpub
重庆社会与法,http://38.75.136.137:98/gslb/dsdqpub/cqds.m3u8?auth=testpub
重庆新农村,http://38.75.136.137:98/gslb/dsdqpub/cqgg.m3u8?auth=testpub
重庆重广融媒,http://38.75.136.137:98/gslb/dsdqpub/cqjc.m3u8?auth=testpub
重庆红叶,http://38.75.136.137:98/gslb/dsdqpub/cqkj.m3u8?auth=testpub
重庆汽摩,http://38.75.136.137:98/gslb/dsdqpub/cqqm.m3u8?auth=testpub
重庆红岩文化,http://38.75.136.137:98/gslb/dsdqpub/cqss.m3u8?auth=testpub
重庆新闻,http://38.75.136.137:98/gslb/dsdqpub/cqxw.m3u8?auth=testpub
重庆影视剧,http://38.75.136.137:98/gslb/dsdqpub/cqys.m3u8?auth=testpub
广东新闻,http://38.75.136.137:98/gslb/dsdqpub/gdxw.m3u8?auth=testpub
广东新闻,http://38.75.136.137:98/gslb/dsdqpub/gdxwa.m3u8?auth=testpub
广东移动,http://38.75.136.137:98/gslb/dsdqpub/gdyd.m3u8?auth=testpub
广东珠江,http://38.75.136.137:98/gslb/dsdqpub/gdzja.m3u8?auth=testpub
广东珠江,http://38.75.136.137:98/gslb/dsdqpub/gdzj.m3u8?auth=testpub
岭南戏曲,http://38.75.136.137:98/gslb/dsdqpub/gdlnxq.m3u8?auth=testpub
广东4K超高清,http://38.75.136.137:98/gslb/dsdqpub/gdtvs3.m3u8?auth=testpub
广东民生,http://38.75.136.137:98/gslb/dsdqpub/gdgg.m3u8?auth=testpub
动漫秀场HD,http://38.75.136.137:98/gslb/dsdqpub/dmxchd.m3u8?auth=testpub
都市剧场HD,http://38.75.136.137:98/gslb/dsdqpub/dsjchd.m3u8?auth=testpub
第一财经HD,http://38.75.136.137:98/gslb/dsdqpub/dycjhd.m3u8?auth=testpub
欢笑剧场HD,http://38.75.136.137:98/gslb/dsdqpub/hxjchd.m3u8?auth=testpub
东方影视HD,http://38.75.136.137:98/gslb/dsdqpub/shdsjhd.m3u8?auth=testpub
生活时尚HD,http://38.75.136.137:98/gslb/dsdqpub/shsshd.m3u8?auth=testpub
上海新闻HD,http://38.75.136.137:98/gslb/dsdqpub/shxwhd.m3u8?auth=testpub
上海都市HD,http://38.75.136.137:98/gslb/dsdqpub/shylhd.m3u8?auth=testpub
五星体育HD,http://38.75.136.137:98/gslb/dsdqpub/wxtyhd.m3u8?auth=testpub
哈哈炫动HD,http://38.75.136.137:98/gslb/dsdqpub/xdkthd.m3u8?auth=testpub
广西都市,http://38.75.136.137:98/gslb/dsdqpub/gxds.m3u8?auth=testpub
广西国际,http://38.75.136.137:98/gslb/dsdqpub/gxgj.m3u8?auth=testpub
广西新闻,http://38.75.136.137:98/gslb/dsdqpub/gxxw.m3u8?auth=testpub
广西移动,http://38.75.136.137:98/gslb/dsdqpub/gxyd.m3u8?auth=testpub
广西影视,http://38.75.136.137:98/gslb/dsdqpub/gxys.m3u8?auth=testpub
广西综艺旅游,http://38.75.136.137:98/gslb/dsdqpub/gxzy.m3u8?auth=testpub
湖北经视,http://38.75.136.137:98/gslb/dsdqpub/hbjs.m3u8?auth=testpub
湖北教育,http://38.75.136.137:98/gslb/dsdqpub/hbjy.m3u8?auth=testpub
湖北垄上,http://38.75.136.137:98/gslb/dsdqpub/hbls.m3u8?auth=testpub
湖北生活,http://38.75.136.137:98/gslb/dsdqpub/hbty.m3u8?auth=testpub
湖北影视,http://38.75.136.137:98/gslb/dsdqpub/hbys.m3u8?auth=testpub
湖北综合,http://38.75.136.137:98/gslb/dsdqpub/hbzh.m3u8?auth=testpub
青岛新闻综合,http://38.75.136.137:98/gslb/dsdqpub/sdqdtv1.m3u8?auth=testpub
青岛生活服务,http://38.75.136.137:98/gslb/dsdqpub/sdqdtv2.m3u8?auth=testpub
青岛影视频道,http://38.75.136.137:98/gslb/dsdqpub/sdqdtv3.m3u8?auth=testpub
青岛休闲资讯,http://38.75.136.137:98/gslb/dsdqpub/sdqdtv4.m3u8?auth=testpub
青岛都市频道,http://38.75.136.137:98/gslb/dsdqpub/sdqdtv5.m3u8?auth=testpub
天津新闻,http://38.75.136.137:98/gslb/dsdqpub/tjtv1.m3u8?auth=testpub
天津文艺,http://38.75.136.137:98/gslb/dsdqpub/tjtv2.m3u8?auth=testpub
天津影视,http://38.75.136.137:98/gslb/dsdqpub/tjtv3.m3u8?auth=testpub
天津都市,http://38.75.136.137:98/gslb/dsdqpub/tjtv4.m3u8?auth=testpub
